id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Pdia6	10	2.6241e-30	2.4748e-07	1.4e-05	1	10	-3.8239	1.0	1.0	1.0	19989	0	-3.8239
Itgb2	10	6.0865e-29	2.4748e-07	1.4e-05	2	10	-6.843	1.0	1.0	1.0	19988	0	-6.843
Dcp2	10	7.2992e-27	2.4748e-07	1.4e-05	3	10	-4.0214	1.0	1.0	1.0	19990	0	-4.0214
RP23-242C19.7	10	5.5057e-25	2.4748e-07	1.4e-05	4	10	-3.2299	1.0	1.0	1.0	19992	0	-3.2299
Commd1	10	5.5057e-25	2.4748e-07	1.4e-05	5	10	-3.2299	1.0	1.0	1.0	19991	0	-3.2299
Itgam	10	1.5696e-23	2.4748e-07	1.4e-05	6	10	-5.6646	1.0	1.0	1.0	19983	0	-5.6646
P4hb	10	2.333e-23	2.4748e-07	1.4e-05	7	10	-1.9186	1.0	1.0	1.0	19984	0	-1.9186
Zfml	10	1.3321e-22	2.4748e-07	1.4e-05	8	10	-2.9189	1.0	1.0	1.0	19987	0	-2.9189
Commd7	10	2.2553e-22	2.4748e-07	1.4e-05	9	10	-4.1124	1.0	1.0	1.0	19993	0	-4.1124
Ssr1	10	2.4599e-22	2.4748e-07	1.4e-05	10	8	-3.6121	0.31474	0.55983	1.0	10719	2	-3.6121
Ccnf	10	6.018e-22	2.4748e-07	1.4e-05	11	10	-2.177	1.0	1.0	1.0	19986	0	-2.177
Ssr2	10	1.0322e-21	2.4748e-07	1.4e-05	12	10	-2.3879	1.0	1.0	1.0	19995	0	-2.3879
Ufl1	10	1.104e-21	2.4748e-07	1.4e-05	13	10	-4.0829	1.0	1.0	1.0	19985	0	-4.0829
Alg6	10	6.9159e-21	2.4748e-07	1.4e-05	14	10	-4.3776	1.0	1.0	1.0	20000	0	-4.3776
Nars2	10	9.412e-21	2.4748e-07	1.4e-05	15	10	-1.9458	1.0	1.0	1.0	19999	0	-1.9458
Xbp1	10	3.7793e-20	2.4748e-07	1.4e-05	16	10	-6.0527	1.0	1.0	1.0	20001	0	-6.0527
Ssr3	10	9.1911e-20	2.4748e-07	1.4e-05	17	10	-2.4237	1.0	1.0	1.0	20003	0	-2.4237
