id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
Pbx2	10	9.5407e-16	2.4748e-07	8.5e-05	1	9	-1.1527	0.99992	0.99998	1.0	19917	0	-1.1527
Pstk	5	3.5519e-12	2.4748e-07	8.5e-05	2	5	-1.6213	1.0	1.0	1.0	19981	0	-1.6213
Ptplb	5	2.0186e-10	2.4748e-07	8.5e-05	3	5	-1.4744	1.0	1.0	1.0	20003	0	-1.4744
Mlf1ip	5	3.4124e-10	2.4748e-07	8.5e-05	4	5	-1.7851	1.0	1.0	1.0	20000	0	-1.7851
Gtf3c5	5	5.4269e-10	2.4748e-07	8.5e-05	5	5	-1.0985	1.0	1.0	1.0	20002	0	-1.0985
Drosha	5	7.25e-10	2.4748e-07	8.5e-05	6	5	-1.8516	0.99957	0.99985	1.0	19812	0	-1.8516
Ppcs	5	3.5295e-09	2.4748e-07	8.5e-05	7	5	-1.8639	0.99986	0.99996	1.0	19886	0	-1.8639
Meis1	5	9.5717e-09	2.4748e-07	8.5e-05	8	5	-2.1481	0.99999	1.0	1.0	19954	0	-2.1481
Zfp574	5	1.1286e-08	2.4748e-07	8.5e-05	9	5	-1.2146	1.0	1.0	1.0	20001	0	-1.2146
Rpp38	5	1.4181e-08	2.4748e-07	8.5e-05	10	5	-1.1738	1.0	1.0	1.0	19999	0	-1.1738
Mbtps2	5	1.5477e-08	2.4748e-07	8.5e-05	11	5	-1.754	1.0	1.0	1.0	19998	0	-1.754
Rpap3	5	1.9785e-08	2.4748e-07	8.5e-05	12	5	-1.3857	1.0	1.0	1.0	19997	0	-1.3857
Znrd1as	5	3.4786e-08	2.4748e-07	8.5e-05	13	5	-2.4518	1.0	1.0	1.0	19996	0	-2.4518
Sfswap	5	3.9947e-08	2.4748e-07	8.5e-05	14	5	-1.443	1.0	1.0	1.0	19995	0	-1.443
Cenpa	5	4.3015e-08	2.4748e-07	8.5e-05	15	5	-2.1311	1.0	1.0	1.0	19994	0	-2.1311
Mtr	5	6.3567e-08	2.4748e-07	8.5e-05	16	4	-0.69846	0.97359	0.98287	1.0	18900	0	-0.69846
Dicer1	5	6.8835e-08	2.4748e-07	8.5e-05	17	4	-1.088	0.83718	0.8604	1.0	16154	0	-1.088
Taf1b	5	1.3995e-07	2.4748e-07	8.5e-05	18	5	-1.6657	1.0	1.0	1.0	19993	0	-1.6657
Znhit6	5	1.5899e-07	2.4748e-07	8.5e-05	19	5	-1.2978	1.0	1.0	1.0	19992	0	-1.2978
Pmvk	5	2.2416e-07	2.4748e-07	8.5e-05	20	5	-1.029	1.0	1.0	1.0	19979	0	-1.029
Tma16	5	2.9124e-07	2.4748e-07	8.5e-05	21	5	-1.422	1.0	1.0	1.0	19991	0	-1.422
Nbn	5	3.1278e-07	2.4748e-07	8.5e-05	22	5	-1.0302	1.0	1.0	1.0	19990	0	-1.0302
Rpp25l	5	3.3866e-07	2.4748e-07	8.5e-05	23	5	-2.2372	1.0	1.0	1.0	19989	0	-2.2372
